time,v_c(20),v_c(50),v_c(80),v_c(100),G_i(20),G_i(50),G_i(80),G_i(100),Na_i(20),Na_i(50),Na_i(80),Na_i(100),Cl_i(20),Cl_i(50),Cl_i(80),Cl_i(100),J_W_A(20),J_W_A(50),J_W_A(80),J_W_A(100),Cl_i(20)-A,Cl_i(50)-A,Cl_i(80)-A,Cl_i(100)-A,Na_i(20)-A,Na_i(50)-A,Na_i(80)-A,Na_i(100)-A,G_i(20)-A,G_i(50)-A,G_i(80)-A,G_i(100)-A,v_c(20)-A,v_c(50)-A,v_c(80)-A,v_c(100)-A,J_W_A(20)-A,J_W_A(50)-A,J_W_A(80)-A,J_W_A(100)-A
57,1.89E-15,1.77E-15,1.64E-15,1.57E-15,13.7366,18.3029,20.6549,21.8903,48.7185,50.7712,53.0438,54.6015,60.9342,63.8505,67.0942,69.3229,-8.27E-09,2.15E-07,4.37E-07,5.66E-07,61.48,64.9577,68.4246,70.7482,49.1996,51.7486,54.219,55.8609,10.3179,11.4105,12.4088,13.0737,1.88E-15,1.73E-15,1.61E-15,1.53E-15,4.13E-09,2.38E-07,4.54E-07,5.89E-07
58,1.89E-15,1.77E-15,1.64E-15,1.57E-15,13.778,18.39,20.7631,22.0085,48.7248,50.7543,53.0053,54.5486,60.9313,63.8244,67.0471,69.262,-8.13E-09,2.16E-07,4.37E-07,5.66E-07,61.482,64.9423,68.3904,70.701,49.2109,51.7428,54.1938,55.8221,10.3283,11.4267,12.4294,13.0971,1.88E-15,1.73E-15,1.61E-15,1.53E-15,4.14E-09,2.38E-07,4.54E-07,5.89E-07
59,1.90E-15,1.77E-15,1.64E-15,1.57E-15,13.8188,18.4762,20.8701,22.1256,48.7311,50.7376,52.9672,54.4961,60.9286,63.7985,67.0003,69.2014,-7.98E-09,2.16E-07,4.37E-07,5.66E-07,61.484,64.9269,68.3562,70.6539,49.2221,51.7369,54.1686,55.7835,10.3386,11.4429,12.4499,13.1204,1.88E-15,1.73E-15,1.61E-15,1.53E-15,4.16E-09,2.38E-07,4.54E-07,5.89E-07
60,1.90E-15,1.77E-15,1.64E-15,1.57E-15,13.859,18.5614,20.9761,22.2416,48.7374,50.7212,52.9294,54.444,60.926,63.7728,66.9539,69.1413,-7.84E-09,2.16E-07,4.37E-07,5.66E-07,61.4859,64.9115,68.3222,70.607,49.2333,51.7311,54.1437,55.7451,10.3489,11.459,12.4703,13.1436,1.88E-15,1.73E-15,1.61E-15,1.53E-15,4.17E-09,2.38E-07,4.54E-07,5.88E-07
61,1.90E-15,1.77E-15,1.64E-15,1.57E-15,13.8987,18.6458,21.0811,22.3565,48.7438,50.7049,52.8919,54.3923,60.9235,63.7475,66.9079,69.0816,-7.70E-09,2.16E-07,4.37E-07,5.66E-07,61.4879,64.8962,68.2883,70.5602,49.2445,51.7254,54.1188,55.7069,10.3591,11.475,12.4905,13.1666,1.88E-15,1.73E-15,1.61E-15,1.53E-15,4.19E-09,2.38E-07,4.54E-07,5.88E-07
62,1.90E-15,1.77E-15,1.64E-15,1.57E-15,13.9378,18.7293,21.1851,22.4704,48.7502,50.6888,52.8547,54.341,60.9211,63.7224,66.8622,69.0223,-7.56E-09,2.16E-07,4.37E-07,5.66E-07,61.4898,64.881,68.2545,70.5136,49.2555,51.7196,54.0941,55.6689,10.3692,11.491,12.5107,13.1896,1.88E-15,1.73E-15,1.60E-15,1.53E-15,4.21E-09,2.38E-07,4.54E-07,5.88E-07
63,1.90E-15,1.77E-15,1.64E-15,1.57E-15,13.9764,18.8119,21.2882,22.5832,48.7567,50.6729,52.8178,54.29,60.9187,63.6975,66.8169,68.9635,-7.42E-09,2.16E-07,4.37E-07,5.66E-07,61.4916,64.8658,68.2208,70.4671,49.2666,51.714,54.0695,55.6311,10.3794,11.5068,12.5308,13.2124,1.88E-15,1.73E-15,1.60E-15,1.53E-15,4.22E-09,2.38E-07,4.54E-07,5.88E-07
64,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.0145,18.8936,21.3902,22.6951,48.7632,50.6572,52.7813,54.2395,60.9165,63.6729,66.7719,68.905,-7.28E-09,2.17E-07,4.37E-07,5.66E-07,61.4935,64.8506,68.1873,70.4208,49.2776,51.7083,54.0451,55.5935,10.3894,11.5226,12.5508,13.2351,1.88E-15,1.73E-15,1.60E-15,1.53E-15,4.24E-09,2.38E-07,4.54E-07,5.88E-07
65,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.0521,18.9745,21.4913,22.806,48.7697,50.6417,52.745,54.1893,60.9144,63.6486,66.7273,68.8469,-7.15E-09,2.17E-07,4.37E-07,5.66E-07,61.4954,64.8355,68.1538,70.3746,49.2885,51.7027,54.0208,55.5561,10.3995,11.5383,12.5707,13.2577,1.88E-15,1.73E-15,1.60E-15,1.53E-15,4.26E-09,2.38E-07,4.54E-07,5.88E-07
66,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.0892,19.0546,21.5915,22.9159,48.7763,50.6264,52.7091,54.1395,60.9124,63.6245,66.683,68.7893,-7.01E-09,2.17E-07,4.37E-07,5.67E-07,61.4972,64.8204,68.1205,70.3286,49.2994,51.6972,53.9967,55.5189,10.4094,11.5539,12.5905,13.2802,1.88E-15,1.73E-15,1.60E-15,1.53E-15,4.29E-09,2.38E-07,4.54E-07,5.88E-07
67,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.1257,19.1339,21.6908,23.0248,48.7829,50.6113,52.6734,54.0901,60.9104,63.6006,66.6391,68.732,-6.88E-09,2.17E-07,4.37E-07,5.67E-07,61.499,64.8054,68.0872,70.2827,49.3102,51.6917,53.9727,55.4819,10.4193,11.5694,12.6102,13.3026,1.88E-15,1.73E-15,1.60E-15,1.53E-15,4.31E-09,2.38E-07,4.54E-07,5.88E-07
68,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.1618,19.2124,21.7892,23.1328,48.7895,50.5963,52.6381,54.041,60.9086,63.577,66.5955,68.6751,-6.75E-09,2.17E-07,4.37E-07,5.67E-07,61.5008,64.7904,68.0541,70.237,49.321,51.6862,53.9488,55.445,10.4292,11.5849,12.6297,13.3248,1.88E-15,1.73E-15,1.60E-15,1.53E-15,4.33E-09,2.38E-07,4.54E-07,5.88E-07
69,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.1974,19.2901,21.8867,23.2399,48.7962,50.5816,52.603,53.9923,60.9068,63.5536,66.5523,68.6186,-6.62E-09,2.17E-07,4.37E-07,5.67E-07,61.5026,64.7755,68.0211,70.1914,49.3318,51.6808,53.9251,55.4084,10.439,11.6003,12.6492,13.347,1.88E-15,1.73E-15,1.60E-15,1.53E-15,4.35E-09,2.38E-07,4.54E-07,5.88E-07
70,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.2326,19.367,21.9833,23.3461,48.8029,50.567,52.5683,53.944,60.9052,63.5305,66.5093,68.5625,-6.49E-09,2.17E-07,4.37E-07,5.67E-07,61.5043,64.7606,67.9883,70.146,49.3425,51.6754,53.9015,55.372,10.4488,11.6156,12.6686,13.369,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.37E-09,2.38E-07,4.54E-07,5.88E-07
71,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.2672,19.4432,22.0791,23.4514,48.8096,50.5525,52.5338,53.896,60.9036,63.5076,66.4667,68.5067,-6.37E-09,2.18E-07,4.37E-07,5.67E-07,61.5061,64.7458,67.9555,70.1007,49.3531,51.6701,53.878,55.3358,10.4585,11.6308,12.6879,13.391,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.40E-09,2.38E-07,4.54E-07,5.88E-07
72,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.3015,19.5186,22.1741,23.5558,48.8164,50.5383,52.4996,53.8484,60.9021,63.4849,66.4244,68.4513,-6.25E-09,2.18E-07,4.37E-07,5.67E-07,61.5078,64.731,67.9229,70.0557,49.3637,51.6648,53.8547,55.2998,10.4682,11.646,12.7072,13.4128,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.42E-09,2.38E-07,4.54E-07,5.88E-07
73,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.3352,19.5934,22.2682,23.6594,48.8231,50.5242,52.4657,53.8011,60.9007,63.4624,66.3824,68.3963,-6.12E-09,2.18E-07,4.37E-07,5.67E-07,61.5095,64.7163,67.8903,70.0107,49.3743,51.6595,53.8316,55.264,10.4779,11.6611,12.7263,13.4346,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.44E-09,2.38E-07,4.54E-07,5.88E-07
74,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.3686,19.6674,22.3615,23.762,48.8299,50.5103,52.4321,53.7542,60.8993,63.4402,66.3408,68.3417,-6.00E-09,2.18E-07,4.37E-07,5.67E-07,61.5112,64.7016,67.8579,69.9659,49.3848,51.6543,53.8085,55.2284,10.4874,11.6761,12.7453,13.4562,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.46E-09,2.38E-07,4.53E-07,5.88E-07
75,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.4015,19.7407,22.454,23.8639,48.8368,50.4965,52.3987,53.7076,60.8981,63.4182,66.2994,68.2874,-5.89E-09,2.18E-07,4.37E-07,5.67E-07,61.5129,64.687,67.8256,69.9213,49.3953,51.6492,53.7856,55.1929,10.497,11.691,12.7642,13.4777,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.49E-09,2.38E-07,4.53E-07,5.88E-07
76,1.90E-15,1.77E-15,1.64E-15,1.57E-15,14.434,19.8133,22.5458,23.9649,48.8436,50.4829,52.3656,53.6614,60.8969,63.3963,66.2584,68.2334,-5.77E-09,2.18E-07,4.37E-07,5.67E-07,61.5145,64.6724,67.7934,69.8768,49.4057,51.644,53.7628,55.1577,10.5065,11.7059,12.7831,13.4991,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.51E-09,2.38E-07,4.53E-07,5.88E-07
77,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.4661,19.8852,22.6367,24.0652,48.8505,50.4695,52.3328,53.6154,60.8958,63.3747,66.2176,68.1798,-5.66E-09,2.18E-07,4.37E-07,5.67E-07,61.5162,64.6579,67.7613,69.8325,49.4161,51.639,53.7402,55.1227,10.5159,11.7207,12.8018,13.5204,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.53E-09,2.38E-07,4.53E-07,5.87E-07
78,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.4978,19.9565,22.7269,24.1646,48.8574,50.4562,52.3003,53.5699,60.8947,63.3533,66.1771,68.1266,-5.54E-09,2.18E-07,4.37E-07,5.67E-07,61.5178,64.6434,67.7293,69.7883,49.4264,51.6339,53.7177,55.0879,10.5253,11.7354,12.8205,13.5417,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.55E-09,2.38E-07,4.53E-07,5.87E-07
79,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.5291,20.0271,22.8164,24.2633,48.8643,50.4431,52.268,53.5246,60.8938,63.3321,66.137,68.0737,-5.43E-09,2.18E-07,4.37E-07,5.68E-07,61.5195,64.629,67.6974,69.7443,49.4367,51.6289,53.6953,55.0533,10.5347,11.75,12.839,13.5628,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.58E-09,2.38E-07,4.53E-07,5.87E-07
80,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.56,20.097,22.9051,24.3611,48.8712,50.4301,52.2359,53.4797,60.8929,63.3112,66.0971,68.0211,-5.32E-09,2.19E-07,4.37E-07,5.68E-07,61.5211,64.6146,67.6656,69.7004,49.447,51.624,53.6731,55.0188,10.544,11.7646,12.8575,13.5838,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.60E-09,2.38E-07,4.53E-07,5.87E-07
81,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.5905,20.1663,22.9931,24.4582,48.8782,50.4173,52.2042,53.4351,60.8921,63.2904,66.0575,67.9689,-5.21E-09,2.19E-07,4.37E-07,5.68E-07,61.5226,64.6002,67.634,69.6567,49.4572,51.6191,53.651,54.9846,10.5533,11.7791,12.8759,13.6047,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.62E-09,2.38E-07,4.53E-07,5.87E-07
82,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.6206,20.235,23.0804,24.5546,48.8852,50.4046,52.1727,53.3909,60.8913,63.2698,66.0182,67.917,-5.11E-09,2.19E-07,4.37E-07,5.68E-07,61.5242,64.5859,67.6024,69.6131,49.4674,51.6142,53.629,54.9505,10.5625,11.7935,12.8942,13.6255,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.64E-09,2.38E-07,4.53E-07,5.87E-07
83,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.6504,20.3031,23.1669,24.6502,48.8921,50.3921,52.1414,53.3469,60.8906,63.2494,65.9792,67.8655,-5.00E-09,2.19E-07,4.37E-07,5.68E-07,61.5258,64.5717,67.571,69.5697,49.4775,51.6094,53.6072,54.9167,10.5717,11.8079,12.9124,13.6462,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.67E-09,2.38E-07,4.53E-07,5.87E-07
84,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.6798,20.3705,23.2528,24.7451,48.8991,50.3797,52.1104,53.3033,60.89,63.2292,65.9404,67.8143,-4.90E-09,2.19E-07,4.37E-07,5.68E-07,61.5274,64.5575,67.5396,69.5264,49.4876,51.6046,53.5855,54.883,10.5808,11.8222,12.9305,13.6668,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.69E-09,2.38E-07,4.53E-07,5.87E-07
85,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.7088,20.4374,23.338,24.8392,48.9062,50.3675,52.0796,53.26,60.8895,63.2091,65.9019,67.7634,-4.80E-09,2.19E-07,4.37E-07,5.68E-07,61.5289,64.5433,67.5084,69.4832,49.4976,51.5999,53.5639,54.8495,10.5899,11.8364,12.9485,13.6873,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.71E-09,2.38E-07,4.53E-07,5.87E-07
86,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.7375,20.5036,23.4225,24.9327,48.9132,50.3554,52.0491,53.217,60.8889,63.1893,65.8637,67.7128,-4.70E-09,2.19E-07,4.37E-07,5.68E-07,61.5304,64.5292,67.4773,69.4402,49.5076,51.5952,53.5424,54.8162,10.599,11.8506,12.9665,13.7077,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.73E-09,2.38E-07,4.53E-07,5.87E-07
87,1.90E-15,1.77E-15,1.64E-15,1.56E-15,14.7658,20.5693,23.5064,25.0254,48.9202,50.3434,52.0188,53.1743,60.8885,63.1696,65.8258,67.6626,-4.60E-09,2.19E-07,4.37E-07,5.68E-07,61.5319,64.5152,67.4463,69.3973,49.5176,51.5905,53.5211,54.7831,10.608,11.8647,12.9843,13.728,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.75E-09,2.38E-07,4.53E-07,5.87E-07
88,1.90E-15,1.78E-15,1.64E-15,1.56E-15,14.7938,20.6344,23.5896,25.1175,48.9273,50.3316,51.9888,53.1319,60.8881,63.1502,65.7881,67.6126,-4.50E-09,2.19E-07,4.37E-07,5.68E-07,61.5334,64.5012,67.4154,69.3546,49.5275,51.5859,53.4999,54.7502,10.617,11.8787,13.0021,13.7482,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.78E-09,2.38E-07,4.53E-07,5.87E-07
89,1.90E-15,1.78E-15,1.64E-15,1.56E-15,14.8214,20.6989,23.6722,25.2089,48.9343,50.3199,51.959,53.0898,60.8878,63.1309,65.7507,67.563,-4.40E-09,2.19E-07,4.37E-07,5.68E-07,61.5349,64.4872,67.3846,69.3121,49.5373,51.5814,53.4788,54.7174,10.6259,11.8926,13.0198,13.7684,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.80E-09,2.38E-07,4.53E-07,5.87E-07
90,1.91E-15,1.78E-15,1.64E-15,1.56E-15,14.8487,20.7629,23.7541,25.2996,48.9414,50.3083,51.9294,53.0481,60.8875,63.1118,65.7136,67.5137,-4.31E-09,2.20E-07,4.37E-07,5.68E-07,61.5364,64.4733,67.3538,69.2696,49.5472,51.5768,53.4579,54.6849,10.6348,11.9065,13.0374,13.7884,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.82E-09,2.38E-07,4.53E-07,5.87E-07
91,1.91E-15,1.78E-15,1.64E-15,1.56E-15,14.8757,20.8263,23.8354,25.3896,48.9485,50.2969,51.9001,53.0066,60.8873,63.0928,65.6767,67.4647,-4.21E-09,2.20E-07,4.37E-07,5.68E-07,61.5378,64.4594,67.3232,69.2274,49.557,51.5723,53.437,54.6525,10.6436,11.9204,13.0549,13.8083,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.84E-09,2.38E-07,4.53E-07,5.87E-07
92,1.91E-15,1.78E-15,1.64E-15,1.56E-15,14.9023,20.8892,23.916,25.479,48.9556,50.2856,51.871,52.9655,60.8872,63.0741,65.64,67.416,-4.12E-09,2.20E-07,4.37E-07,5.68E-07,61.5393,64.4456,67.2927,69.1852,49.5667,51.5679,53.4164,54.6203,10.6524,11.9341,13.0723,13.8281,1.88E-15,1.73E-15,1.60E-15,1.52E-15,4.86E-09,2.38E-07,4.53E-07,5.87E-07
93,1.91E-15,1.78E-15,1.64E-15,1.56E-15,14.9287,20.9516,23.9961,25.5677,48.9627,50.2744,51.8421,52.9246,60.8871,63.0555,65.6036,67.3676,-4.03E-09,2.20E-07,4.37E-07,5.68E-07,61.5407,64.4318,67.2624,69.1432,49.5764,51.5635,53.3958,54.5883,10.6612,11.9478,13.0897,13.8479,1.88E-15,1.73E-15,1.59E-15,1.52E-15,4.88E-09,2.38E-07,4.53E-07,5.87E-07
94,1.91E-15,1.78E-15,1.64E-15,1.56E-15,14.9547,21.0134,24.0755,25.6558,48.9698,50.2634,51.8135,52.884,60.887,63.037,65.5675,67.3196,-3.93E-09,2.20E-07,4.37E-07,5.68E-07,61.5421,64.418,67.2321,69.1014,49.5861,51.5591,53.3753,54.5565,10.6699,11.9614,13.1069,13.8675,1.88E-15,1.73E-15,1.59E-15,1.51E-15,4.91E-09,2.37E-07,4.53E-07,5.87E-07
95,1.91E-15,1.78E-15,1.65E-15,1.56E-15,14.9804,21.0747,24.1544,25.7433,48.9769,50.2525,51.7851,52.8437,60.887,63.0188,65.5316,67.2718,-3.84E-09,2.20E-07,4.37E-07,5.68E-07,61.5435,64.4044,67.2019,69.0597,49.5957,51.5547,53.355,54.5249,10.6786,11.975,13.1241,13.8871,1.88E-15,1.73E-15,1.59E-15,1.51E-15,4.93E-09,2.37E-07,4.53E-07,5.86E-07
96,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.0058,21.1355,24.2327,25.8301,48.984,50.2417,51.7569,52.8037,60.887,63.0007,65.496,67.2243,-3.75E-09,2.20E-07,4.37E-07,5.68E-07,61.5449,64.3907,67.1718,69.0181,49.6053,51.5505,53.3348,54.4935,10.6872,11.9885,13.1412,13.9065,1.88E-15,1.73E-15,1.59E-15,1.51E-15,4.95E-09,2.37E-07,4.53E-07,5.86E-07
97,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.0309,21.1958,24.3104,25.9164,48.9911,50.231,51.7289,52.764,60.8871,62.9827,65.4606,67.1771,-3.67E-09,2.20E-07,4.37E-07,5.68E-07,61.5462,64.3771,67.1418,68.9767,49.6148,51.5462,53.3148,54.4622,10.6958,12.0019,13.1583,13.9259,1.88E-15,1.73E-15,1.59E-15,1.51E-15,4.97E-09,2.37E-07,4.53E-07,5.86E-07
98,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.0558,21.2556,24.3875,26.002,48.9982,50.2204,51.7012,52.7246,60.8873,62.9649,65.4254,67.1302,-3.58E-09,2.20E-07,4.37E-07,5.68E-07,61.5476,64.3635,67.1119,68.9355,49.6244,51.542,53.2948,54.4311,10.7043,12.0153,13.1752,13.9451,1.88E-15,1.73E-15,1.59E-15,1.51E-15,4.99E-09,2.37E-07,4.52E-07,5.86E-07
99,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.0803,21.3149,24.464,26.087,49.0053,50.21,51.6736,52.6855,60.8874,62.9473,65.3905,67.0836,-3.49E-09,2.20E-07,4.37E-07,5.68E-07,61.5489,64.35,67.0822,68.8943,49.6338,51.5378,53.275,54.4002,10.7129,12.0286,13.1921,13.9643,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.02E-09,2.37E-07,4.52E-07,5.86E-07
100,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.1045,21.3737,24.54,26.1715,49.0125,50.1997,51.6463,52.6466,60.8877,62.9298,65.3558,67.0373,-3.41E-09,2.20E-07,4.37E-07,5.68E-07,61.5503,64.3365,67.0525,68.8534,49.6432,51.5336,53.2553,54.3695,10.7213,12.0418,13.2088,13.9834,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.04E-09,2.37E-07,4.52E-07,5.86E-07
101,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.1285,21.432,24.6154,26.2554,49.0196,50.1895,51.6192,52.6081,60.888,62.9125,65.3214,66.9912,-3.32E-09,2.20E-07,4.37E-07,5.68E-07,61.5516,64.3231,67.0229,68.8125,49.6526,51.5295,53.2357,54.339,10.7298,12.055,13.2255,14.0024,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.06E-09,2.37E-07,4.52E-07,5.86E-07
102,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.1522,21.4899,24.6903,26.3386,49.0267,50.1794,51.5923,52.5698,60.8883,62.8954,65.2872,66.9454,-3.24E-09,2.21E-07,4.37E-07,5.68E-07,61.5529,64.3097,66.9935,68.7718,49.662,51.5255,53.2163,54.3087,10.7382,12.0681,13.2422,14.0213,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.08E-09,2.37E-07,4.52E-07,5.86E-07
103,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.1756,21.5473,24.7647,26.4213,49.0339,50.1694,51.5657,52.5317,60.8886,62.8784,65.2532,66.9,-3.16E-09,2.21E-07,4.37E-07,5.68E-07,61.5542,64.2964,66.9641,68.7312,49.6713,51.5214,53.1969,54.2785,10.7465,12.0812,13.2587,14.0401,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.11E-09,2.37E-07,4.52E-07,5.86E-07
104,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.1987,21.6042,24.8385,26.5035,49.041,50.1595,51.5392,52.494,60.889,62.8615,65.2194,66.8548,-3.08E-09,2.21E-07,4.37E-07,5.68E-07,61.5555,64.2831,66.9348,68.6908,49.6806,51.5174,53.1777,54.2485,10.7549,12.0942,13.2752,14.0589,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.13E-09,2.37E-07,4.52E-07,5.86E-07
105,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.2216,21.6607,24.9118,26.5851,49.0481,50.1498,51.5129,52.4565,60.8895,62.8448,65.1859,66.8098,-3.00E-09,2.21E-07,4.37E-07,5.69E-07,61.5567,64.2698,66.9057,68.6505,49.6898,51.5135,53.1586,54.2187,10.7631,12.1071,13.2915,14.0775,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.15E-09,2.37E-07,4.52E-07,5.86E-07
106,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.2442,21.7167,24.9846,26.6661,49.0553,50.1401,51.4869,52.4193,60.89,62.8282,65.1526,66.7652,-2.92E-09,2.21E-07,4.37E-07,5.69E-07,61.558,64.2566,66.8766,68.6104,49.699,51.5096,53.1396,54.1891,10.7714,12.12,13.3079,14.0961,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.17E-09,2.37E-07,4.52E-07,5.86E-07
107,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.2666,21.7723,25.0569,26.7467,49.0624,50.1306,51.461,52.3824,60.8905,62.8118,65.1195,66.7208,-2.84E-09,2.21E-07,4.37E-07,5.69E-07,61.5592,64.2434,66.8476,68.5704,49.7081,51.5057,53.1208,54.1596,10.7796,12.1328,13.3241,14.1145,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.19E-09,2.37E-07,4.52E-07,5.86E-07
108,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.2887,21.8274,25.1286,26.8266,49.0696,50.1211,51.4354,52.3457,60.8911,62.7955,65.0867,66.6767,-2.76E-09,2.21E-07,4.37E-07,5.69E-07,61.5604,64.2303,66.8187,68.5305,49.7173,51.5018,53.102,54.1303,10.7878,12.1456,13.3402,14.1329,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.21E-09,2.37E-07,4.52E-07,5.86E-07
109,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.3105,21.8821,25.1999,26.9061,49.0767,50.1118,51.4099,52.3093,60.8917,62.7794,65.054,66.6328,-2.69E-09,2.21E-07,4.37E-07,5.69E-07,61.5617,64.2172,66.79,68.4908,49.7263,51.498,53.0834,54.1012,10.7959,12.1582,13.3563,14.1512,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.23E-09,2.37E-07,4.52E-07,5.86E-07
110,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.3321,21.9364,25.2707,26.985,49.0838,50.1026,51.3847,52.2732,60.8923,62.7634,65.0216,66.5892,-2.61E-09,2.21E-07,4.37E-07,5.69E-07,61.5629,64.2041,66.7613,68.4512,49.7354,51.4942,53.0649,54.0723,10.804,12.1709,13.3723,14.1694,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.26E-09,2.37E-07,4.52E-07,5.86E-07
111,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.3535,21.9903,25.3409,27.0634,49.091,50.0934,51.3597,52.2373,60.893,62.7475,64.9894,66.5459,-2.54E-09,2.21E-07,4.37E-07,5.69E-07,61.5641,64.1911,66.7327,68.4117,49.7444,51.4905,53.0465,54.0435,10.812,12.1835,13.3883,14.1875,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.28E-09,2.37E-07,4.52E-07,5.86E-07
112,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.3746,22.0437,25.4107,27.1413,49.0981,50.0844,51.3348,52.2016,60.8937,62.7318,64.9574,66.5029,-2.47E-09,2.21E-07,4.37E-07,5.69E-07,61.5652,64.1782,66.7042,68.3724,49.7534,51.4868,53.0283,54.0149,10.8201,12.196,13.4041,14.2055,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.30E-09,2.37E-07,4.52E-07,5.86E-07
113,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.3955,22.0967,25.4801,27.2186,49.1052,50.0755,51.3101,52.1663,60.8944,62.7162,64.9256,66.4601,-2.39E-09,2.21E-07,4.37E-07,5.69E-07,61.5664,64.1652,66.6759,68.3332,49.7623,51.4831,53.0101,53.9865,10.8281,12.2084,13.4199,14.2235,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.32E-09,2.37E-07,4.52E-07,5.85E-07
114,1.91E-15,1.78E-15,1.65E-15,1.56E-15,15.4162,22.1494,25.5489,27.2955,49.1124,50.0667,51.2857,52.1312,60.8952,62.7007,64.894,66.4175,-2.32E-09,2.21E-07,4.37E-07,5.69E-07,61.5676,64.1524,66.6476,68.2942,49.7712,51.4795,52.9921,53.9583,10.836,12.2208,13.4356,14.2414,1.88E-15,1.73E-15,1.59E-15,1.51E-15,5.34E-09,2.37E-07,4.52E-07,5.85E-07
