time,v_c(130),v_c(100),v_c(70),v_c(40),G_i(130),G_i(100),G_i(70),G_i(40),Na_i(130),Na_i(100),Na_i(70),Na_i(40),Cl_i(130),Cl_i(100),Cl_i(70),Cl_i(40),J_W_A(130),J_W_A(100),J_W_A(70),J_W_A(40),Cl_i(130)-A,Cl_i(100)-A,Cl_i(70)-A,Cl_i(40)-A,Na_i(130)-A,Na_i(100)-A,Na_i(70)-A,Na_i(40)-A,G_i(130)-A,G_i(100)-A,G_i(70)-A,G_i(40)-A,v_c(130)-A,v_c(100)-A,v_c(70)-A,v_c(40)-A,J_W_A(130)-A,J_W_A(100)-A,J_W_A(70)-A,J_W_A(40)-A
2364,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50475,3.28818,3.10442,45.9413,37.6224,28.623,18.641,56.019,49.7842,41.3372,29.0817,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7631,50.304,41.5919,29.1437,45.1935,37.3065,28.5205,18.6161,7.26854,5.69427,4.39427,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2365,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50475,3.28818,3.10442,45.9413,37.6222,28.6227,18.6409,56.019,49.7845,41.3377,29.0819,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7633,50.3045,41.5924,29.144,45.1934,37.3062,28.5203,18.6159,7.26854,5.69427,4.39427,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2366,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50475,3.28818,3.10442,45.9413,37.622,28.6225,18.6407,56.0191,49.7849,41.3381,29.0822,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7635,50.3049,41.5929,29.1442,45.1933,37.306,28.52,18.6158,7.26854,5.69426,4.39426,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2367,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50474,3.28818,3.10442,45.9413,37.6218,28.6222,18.6406,56.0191,49.7852,41.3386,29.0824,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7636,50.3054,41.5934,29.1444,45.1932,37.3057,28.5198,18.6157,7.26853,5.69425,4.39426,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2368,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50474,3.28818,3.10442,45.9413,37.6216,28.622,18.6405,56.0191,49.7856,41.3391,29.0826,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7638,50.3059,41.594,29.1446,45.1931,37.3055,28.5195,18.6156,7.26853,5.69425,4.39425,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2369,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50474,3.28818,3.10442,45.9413,37.6214,28.6218,18.6404,56.0191,49.786,41.3396,29.0828,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7639,50.3063,41.5945,29.1449,45.193,37.3052,28.5192,18.6155,7.26853,5.69424,4.39425,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2370,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50474,3.28818,3.10442,45.9413,37.6212,28.6215,18.6403,56.0191,49.7863,41.34,29.0831,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7641,50.3068,41.595,29.1451,45.1929,37.305,28.519,18.6154,7.26853,5.69423,4.39424,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2371,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50474,3.28818,3.10442,45.9413,37.621,28.6213,18.6402,56.0191,49.7867,41.3405,29.0833,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7643,50.3072,41.5955,29.1453,45.1928,37.3048,28.5187,18.6152,7.26852,5.69423,4.39424,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2372,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50474,3.28817,3.10442,45.9413,37.6208,28.621,18.6401,56.0192,49.787,41.341,29.0835,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7644,50.3077,41.596,29.1456,45.1927,37.3045,28.5185,18.6151,7.26852,5.69422,4.39423,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2373,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50474,3.28817,3.10442,45.9412,37.6206,28.6208,18.6399,56.0192,49.7874,41.3415,29.0837,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7646,50.3082,41.5966,29.1458,45.1926,37.3043,28.5182,18.615,7.26852,5.69421,4.39423,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2374,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50474,3.28817,3.10442,45.9412,37.6204,28.6206,18.6398,56.0192,49.7877,41.3419,29.0839,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7648,50.3086,41.5971,29.146,45.1925,37.304,28.5179,18.6149,7.26852,5.6942,4.39422,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2375,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50474,3.28817,3.10442,45.9412,37.6202,28.6203,18.6397,56.0192,49.7881,41.3424,29.0842,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7649,50.3091,41.5976,29.1462,45.1924,37.3038,28.5177,18.6148,7.26851,5.6942,4.39422,3.46475,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2376,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50474,3.28817,3.10442,45.9412,37.62,28.6201,18.6396,56.0192,49.7885,41.3429,29.0844,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7651,50.3095,41.5981,29.1465,45.1923,37.3035,28.5174,18.6146,7.26851,5.69419,4.39421,3.46475,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2377,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28817,3.10442,45.9412,37.6198,28.6198,18.6395,56.0192,49.7888,41.3434,29.0846,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7652,50.31,41.5986,29.1467,45.1922,37.3033,28.5172,18.6145,7.26851,5.69418,4.39421,3.46475,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2378,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28817,3.10442,45.9412,37.6196,28.6196,18.6394,56.0193,49.7892,41.3438,29.0848,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7654,50.3104,41.5992,29.1469,45.1922,37.3031,28.5169,18.6144,7.26851,5.69418,4.3942,3.46475,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2379,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28817,3.10442,45.9412,37.6194,28.6193,18.6393,56.0193,49.7895,41.3443,29.085,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7656,50.3109,41.5997,29.1471,45.1921,37.3028,28.5167,18.6143,7.2685,5.69417,4.3942,3.46475,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2380,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28817,3.10442,45.9412,37.6192,28.6191,18.6391,56.0193,49.7899,41.3448,29.0853,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7657,50.3114,41.6002,29.1474,45.192,37.3026,28.5164,18.6142,7.2685,5.69416,4.39419,3.46475,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2381,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28817,3.10442,45.9412,37.619,28.6189,18.639,56.0193,49.7902,41.3453,29.0855,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7659,50.3118,41.6007,29.1476,45.1919,37.3023,28.5161,18.6141,7.2685,5.69416,4.39419,3.46475,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2382,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28816,3.10442,45.9412,37.6188,28.6186,18.6389,56.0193,49.7906,41.3457,29.0857,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.766,50.3123,41.6012,29.1478,45.1918,37.3021,28.5159,18.614,7.2685,5.69415,4.39418,3.46475,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2383,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28816,3.10442,45.9411,37.6186,28.6184,18.6388,56.0193,49.791,41.3462,29.0859,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7662,50.3127,41.6017,29.148,45.1917,37.3019,28.5156,18.6138,7.26849,5.69414,4.39418,3.46475,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2384,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28816,3.10442,45.9411,37.6184,28.6181,18.6387,56.0194,49.7913,41.3467,29.0861,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7664,50.3132,41.6022,29.1483,45.1916,37.3016,28.5154,18.6137,7.26849,5.69414,4.39417,3.46475,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2385,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28816,3.10442,45.9411,37.6182,28.6179,18.6386,56.0194,49.7917,41.3471,29.0863,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7665,50.3136,41.6028,29.1485,45.1915,37.3014,28.5151,18.6136,7.26849,5.69413,4.39417,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2386,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28816,3.10442,45.9411,37.618,28.6177,18.6385,56.0194,49.792,41.3476,29.0866,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7667,50.3141,41.6033,29.1487,45.1914,37.3011,28.5149,18.6135,7.26849,5.69412,4.39416,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2387,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50473,3.28816,3.10442,45.9411,37.6178,28.6174,18.6383,56.0194,49.7924,41.3481,29.0868,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7669,50.3145,41.6038,29.1489,45.1913,37.3009,28.5146,18.6134,7.26848,5.69412,4.39416,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2388,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50472,3.28816,3.10442,45.9411,37.6176,28.6172,18.6382,56.0194,49.7927,41.3485,29.087,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.767,50.315,41.6043,29.1492,45.1912,37.3007,28.5144,18.6133,7.26848,5.69411,4.39415,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2389,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50472,3.28816,3.10442,45.9411,37.6175,28.617,18.6381,56.0194,49.7931,41.349,29.0872,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7672,50.3155,41.6048,29.1494,45.1911,37.3004,28.5141,18.6131,7.26848,5.6941,4.39415,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2390,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50472,3.28816,3.10442,45.9411,37.6173,28.6167,18.638,56.0195,49.7934,41.3495,29.0874,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7673,50.3159,41.6053,29.1496,45.191,37.3002,28.5138,18.613,7.26848,5.6941,4.39414,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2391,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50472,3.28816,3.10442,45.9411,37.6171,28.6165,18.6379,56.0195,49.7938,41.35,29.0877,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7675,50.3164,41.6058,29.1498,45.1909,37.3,28.5136,18.6129,7.26847,5.69409,4.39414,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2392,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50472,3.28815,3.10442,45.941,37.6169,28.6162,18.6378,56.0195,49.7941,41.3504,29.0879,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7676,50.3168,41.6063,29.15,45.1908,37.2997,28.5133,18.6128,7.26847,5.69408,4.39413,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2393,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50472,3.28815,3.10442,45.941,37.6167,28.616,18.6377,56.0195,49.7945,41.3509,29.0881,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7678,50.3173,41.6068,29.1503,45.1907,37.2995,28.5131,18.6127,7.26847,5.69408,4.39413,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2394,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50472,3.28815,3.10442,45.941,37.6165,28.6158,18.6376,56.0195,49.7948,41.3514,29.0883,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.768,50.3177,41.6074,29.1505,45.1906,37.2992,28.5128,18.6126,7.26847,5.69407,4.39412,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2395,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50472,3.28815,3.10442,45.941,37.6163,28.6155,18.6375,56.0195,49.7952,41.3518,29.0885,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7681,50.3182,41.6079,29.1507,45.1905,37.299,28.5126,18.6125,7.26846,5.69406,4.39412,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2396,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50472,3.28815,3.10442,45.941,37.6161,28.6153,18.6373,56.0195,49.7955,41.3523,29.0887,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7683,50.3186,41.6084,29.1509,45.1904,37.2988,28.5123,18.6123,7.26846,5.69405,4.39411,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2397,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50472,3.28815,3.10442,45.941,37.6159,28.6151,18.6372,56.0196,49.7959,41.3527,29.0889,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7684,50.3191,41.6089,29.1511,45.1904,37.2985,28.5121,18.6122,7.26846,5.69405,4.39411,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2398,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50471,3.28815,3.10442,45.941,37.6157,28.6148,18.6371,56.0196,49.7962,41.3532,29.0892,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7686,50.3195,41.6094,29.1514,45.1903,37.2983,28.5118,18.6121,7.26846,5.69404,4.3941,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2399,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50471,3.28815,3.10442,45.941,37.6155,28.6146,18.637,56.0196,49.7966,41.3537,29.0894,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7688,50.32,41.6099,29.1516,45.1902,37.2981,28.5116,18.612,7.26845,5.69403,4.3941,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2400,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50471,3.28815,3.10442,45.941,37.6153,28.6143,18.6369,56.0196,49.797,41.3541,29.0896,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7689,50.3204,41.6104,29.1518,45.1901,37.2978,28.5113,18.6119,7.26845,5.69403,4.39409,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2401,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50471,3.28815,3.10442,45.941,37.6151,28.6141,18.6368,56.0196,49.7973,41.3546,29.0898,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7691,50.3209,41.6109,29.152,45.19,37.2976,28.5111,18.6118,7.26845,5.69402,4.39409,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2402,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50471,3.28814,3.10442,45.9409,37.6149,28.6139,18.6367,56.0196,49.7976,41.3551,29.09,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7692,50.3213,41.6114,29.1522,45.1899,37.2974,28.5108,18.6117,7.26845,5.69401,4.39408,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2403,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50471,3.28814,3.10442,45.9409,37.6147,28.6136,18.6366,56.0197,49.798,41.3555,29.0902,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7694,50.3218,41.6119,29.1525,45.1898,37.2971,28.5106,18.6116,7.26844,5.69401,4.39408,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2404,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50471,3.28814,3.10442,45.9409,37.6146,28.6134,18.6365,56.0197,49.7983,41.356,29.0904,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7696,50.3222,41.6124,29.1527,45.1897,37.2969,28.5103,18.6114,7.26844,5.694,4.39407,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2405,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50471,3.28814,3.10442,45.9409,37.6144,28.6132,18.6363,56.0197,49.7987,41.3565,29.0907,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7697,50.3227,41.6129,29.1529,45.1896,37.2966,28.5101,18.6113,7.26844,5.69399,4.39407,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2406,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50471,3.28814,3.10442,45.9409,37.6142,28.6129,18.6362,56.0197,49.799,41.3569,29.0909,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7699,50.3231,41.6134,29.1531,45.1895,37.2964,28.5098,18.6112,7.26844,5.69399,4.39406,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2407,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50471,3.28814,3.10442,45.9409,37.614,28.6127,18.6361,56.0197,49.7994,41.3574,29.0911,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.77,50.3236,41.6139,29.1533,45.1894,37.2962,28.5096,18.6111,7.26843,5.69398,4.39406,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2408,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5047,3.28814,3.10442,45.9409,37.6138,28.6125,18.636,56.0197,49.7997,41.3578,29.0913,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7702,50.324,41.6144,29.1536,45.1893,37.2959,28.5093,18.611,7.26843,5.69397,4.39406,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2409,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5047,3.28814,3.10442,45.9409,37.6136,28.6122,18.6359,56.0198,49.8001,41.3583,29.0915,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7703,50.3244,41.6149,29.1538,45.1892,37.2957,28.5091,18.6109,7.26843,5.69397,4.39405,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2410,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5047,3.28814,3.10442,45.9409,37.6134,28.612,18.6358,56.0198,49.8004,41.3588,29.0917,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7705,50.3249,41.6154,29.154,45.1891,37.2955,28.5088,18.6108,7.26843,5.69396,4.39405,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2411,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5047,3.28814,3.10442,45.9409,37.6132,28.6118,18.6357,56.0198,49.8008,41.3592,29.0919,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7707,50.3253,41.6159,29.1542,45.189,37.2952,28.5086,18.6107,7.26842,5.69395,4.39404,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2412,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5047,3.28813,3.10442,45.9408,37.613,28.6115,18.6356,56.0198,49.8011,41.3597,29.0921,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7708,50.3258,41.6165,29.1544,45.1889,37.295,28.5083,18.6105,7.26842,5.69395,4.39404,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2413,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5047,3.28813,3.10442,45.9408,37.6128,28.6113,18.6355,56.0198,49.8015,41.3601,29.0923,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.771,50.3262,41.617,29.1546,45.1889,37.2948,28.5081,18.6104,7.26842,5.69394,4.39403,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2414,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5047,3.28813,3.10442,45.9408,37.6126,28.6111,18.6354,56.0198,49.8018,41.3606,29.0926,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7711,50.3267,41.6175,29.1549,45.1888,37.2945,28.5078,18.6103,7.26842,5.69393,4.39403,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2415,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5047,3.28813,3.10442,45.9408,37.6124,28.6108,18.6352,56.0199,49.8022,41.3611,29.0928,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7713,50.3271,41.618,29.1551,45.1887,37.2943,28.5076,18.6102,7.26841,5.69393,4.39402,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2416,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5047,3.28813,3.10442,45.9408,37.6123,28.6106,18.6351,56.0199,49.8025,41.3615,29.093,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7714,50.3276,41.6185,29.1553,45.1886,37.2941,28.5073,18.6101,7.26841,5.69392,4.39402,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2417,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50469,3.28813,3.10442,45.9408,37.6121,28.6104,18.635,56.0199,49.8029,41.362,29.0932,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7716,50.328,41.619,29.1555,45.1885,37.2938,28.5071,18.61,7.26841,5.69391,4.39401,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2418,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50469,3.28813,3.10442,45.9408,37.6119,28.6101,18.6349,56.0199,49.8032,41.3624,29.0934,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7718,50.3284,41.6195,29.1557,45.1884,37.2936,28.5068,18.6099,7.26841,5.69391,4.39401,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2419,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50469,3.28813,3.10442,45.9408,37.6117,28.6099,18.6348,56.0199,49.8035,41.3629,29.0936,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7719,50.3289,41.62,29.1559,45.1883,37.2934,28.5066,18.6098,7.2684,5.6939,4.394,3.46475,2.26E-15,2.84E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
